Account Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
The New York Times,Mon Mar 19 22:44:07 +0000 2018,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,-0.1027,0.108,0.766,0.126,23
The New York Times,Mon Mar 19 22:34:00 +0000 2018,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,-0.4215,0.0,0.872,0.128,24
The New York Times,Mon Mar 19 22:24:55 +0000 2018,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,0.0,0.0,1.0,0.0,25
The New York Times,Mon Mar 19 22:17:03 +0000 2018,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",0.34,0.134,0.784,0.082,26
The New York Times,Mon Mar 19 22:02:07 +0000 2018,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,0.3612,0.2,0.8,0.0,27
The New York Times,Mon Mar 19 21:47:01 +0000 2018,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",0.0,0.0,1.0,0.0,28
The New York Times,Mon Mar 19 21:32:07 +0000 2018,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",0.0,0.0,1.0,0.0,29
The New York Times,Mon Mar 19 21:20:10 +0000 2018,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",0.0,0.0,1.0,0.0,30
The New York Times,Mon Mar 19 21:10:05 +0000 2018,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,0.0,0.0,1.0,0.0,31
The New York Times,Mon Mar 19 21:00:21 +0000 2018,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",0.128,0.189,0.679,0.132,32
The New York Times,Mon Mar 19 20:50:06 +0000 2018,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",0.7351,0.237,0.763,0.0,33
The New York Times,Mon Mar 19 20:40:10 +0000 2018,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,-0.2732,0.0,0.909,0.091,34
The New York Times,Mon Mar 19 20:33:00 +0000 2018,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,-0.5423,0.0,0.844,0.156,35
The New York Times,Mon Mar 19 20:30:18 +0000 2018,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",-0.5423,0.0,0.837,0.163,36
The New York Times,Mon Mar 19 20:20:07 +0000 2018,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,0.0,0.0,1.0,0.0,37
The New York Times,Mon Mar 19 20:17:56 +0000 2018,"“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",0.0,0.0,1.0,0.0,38
The New York Times,Mon Mar 19 20:14:53 +0000 2018,"However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",0.0,0.0,1.0,0.0,39
The New York Times,Mon Mar 19 20:13:08 +0000 2018,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",0.128,0.081,0.919,0.0,40
The New York Times,Mon Mar 19 23:17:05 +0000 2018,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",-0.539,0.2,0.498,0.302,41
The New York Times,Mon Mar 19 23:02:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,0.0,0.0,1.0,0.0,42
The New York Times,Mon Mar 19 22:44:07 +0000 2018,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,-0.1027,0.108,0.766,0.126,43
The New York Times,Mon Mar 19 22:34:00 +0000 2018,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,-0.4215,0.0,0.872,0.128,44
The New York Times,Mon Mar 19 22:24:55 +0000 2018,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,0.0,0.0,1.0,0.0,45
The New York Times,Mon Mar 19 22:17:03 +0000 2018,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",0.34,0.134,0.784,0.082,46
The New York Times,Mon Mar 19 22:02:07 +0000 2018,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,0.3612,0.2,0.8,0.0,47
The New York Times,Mon Mar 19 21:47:01 +0000 2018,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",0.0,0.0,1.0,0.0,48
The New York Times,Mon Mar 19 21:32:07 +0000 2018,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",0.0,0.0,1.0,0.0,49
The New York Times,Mon Mar 19 21:20:10 +0000 2018,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",0.0,0.0,1.0,0.0,50
The New York Times,Mon Mar 19 21:10:05 +0000 2018,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,0.0,0.0,1.0,0.0,51
The New York Times,Mon Mar 19 21:00:21 +0000 2018,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",0.128,0.189,0.679,0.132,52
The New York Times,Mon Mar 19 20:50:06 +0000 2018,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",0.7351,0.237,0.763,0.0,53
The New York Times,Mon Mar 19 20:40:10 +0000 2018,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,-0.2732,0.0,0.909,0.091,54
The New York Times,Mon Mar 19 20:33:00 +0000 2018,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,-0.5423,0.0,0.844,0.156,55
The New York Times,Mon Mar 19 20:30:18 +0000 2018,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",-0.5423,0.0,0.837,0.163,56
The New York Times,Mon Mar 19 20:20:07 +0000 2018,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,0.0,0.0,1.0,0.0,57
The New York Times,Mon Mar 19 20:17:56 +0000 2018,"“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",0.0,0.0,1.0,0.0,58
The New York Times,Mon Mar 19 20:14:53 +0000 2018,"However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",0.0,0.0,1.0,0.0,59
The New York Times,Mon Mar 19 20:13:08 +0000 2018,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",0.128,0.081,0.919,0.0,60
The New York Times,Mon Mar 19 23:17:05 +0000 2018,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",-0.539,0.2,0.498,0.302,61
The New York Times,Mon Mar 19 23:02:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,0.0,0.0,1.0,0.0,62
The New York Times,Mon Mar 19 22:44:07 +0000 2018,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,-0.1027,0.108,0.766,0.126,63
The New York Times,Mon Mar 19 22:34:00 +0000 2018,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,-0.4215,0.0,0.872,0.128,64
The New York Times,Mon Mar 19 22:24:55 +0000 2018,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,0.0,0.0,1.0,0.0,65
The New York Times,Mon Mar 19 22:17:03 +0000 2018,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",0.34,0.134,0.784,0.082,66
The New York Times,Mon Mar 19 22:02:07 +0000 2018,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,0.3612,0.2,0.8,0.0,67
The New York Times,Mon Mar 19 21:47:01 +0000 2018,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",0.0,0.0,1.0,0.0,68
The New York Times,Mon Mar 19 21:32:07 +0000 2018,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",0.0,0.0,1.0,0.0,69
The New York Times,Mon Mar 19 21:20:10 +0000 2018,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",0.0,0.0,1.0,0.0,70
The New York Times,Mon Mar 19 21:10:05 +0000 2018,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,0.0,0.0,1.0,0.0,71
The New York Times,Mon Mar 19 21:00:21 +0000 2018,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",0.128,0.189,0.679,0.132,72
The New York Times,Mon Mar 19 20:50:06 +0000 2018,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",0.7351,0.237,0.763,0.0,73
The New York Times,Mon Mar 19 20:40:10 +0000 2018,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,-0.2732,0.0,0.909,0.091,74
The New York Times,Mon Mar 19 20:33:00 +0000 2018,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,-0.5423,0.0,0.844,0.156,75
The New York Times,Mon Mar 19 20:30:18 +0000 2018,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",-0.5423,0.0,0.837,0.163,76
The New York Times,Mon Mar 19 20:20:07 +0000 2018,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,0.0,0.0,1.0,0.0,77
The New York Times,Mon Mar 19 20:17:56 +0000 2018,"“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",0.0,0.0,1.0,0.0,78
The New York Times,Mon Mar 19 20:14:53 +0000 2018,"However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",0.0,0.0,1.0,0.0,79
The New York Times,Mon Mar 19 20:13:08 +0000 2018,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",0.128,0.081,0.919,0.0,80
The New York Times,Mon Mar 19 23:17:05 +0000 2018,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",-0.539,0.2,0.498,0.302,81
The New York Times,Mon Mar 19 23:02:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,0.0,0.0,1.0,0.0,82
The New York Times,Mon Mar 19 22:44:07 +0000 2018,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,-0.1027,0.108,0.766,0.126,83
The New York Times,Mon Mar 19 22:34:00 +0000 2018,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,-0.4215,0.0,0.872,0.128,84
The New York Times,Mon Mar 19 22:24:55 +0000 2018,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,0.0,0.0,1.0,0.0,85
The New York Times,Mon Mar 19 22:17:03 +0000 2018,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",0.34,0.134,0.784,0.082,86
The New York Times,Mon Mar 19 22:02:07 +0000 2018,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,0.3612,0.2,0.8,0.0,87
The New York Times,Mon Mar 19 21:47:01 +0000 2018,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",0.0,0.0,1.0,0.0,88
The New York Times,Mon Mar 19 21:32:07 +0000 2018,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",0.0,0.0,1.0,0.0,89
The New York Times,Mon Mar 19 21:20:10 +0000 2018,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",0.0,0.0,1.0,0.0,90
The New York Times,Mon Mar 19 21:10:05 +0000 2018,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,0.0,0.0,1.0,0.0,91
The New York Times,Mon Mar 19 21:00:21 +0000 2018,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",0.128,0.189,0.679,0.132,92
The New York Times,Mon Mar 19 20:50:06 +0000 2018,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",0.7351,0.237,0.763,0.0,93
The New York Times,Mon Mar 19 20:40:10 +0000 2018,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,-0.2732,0.0,0.909,0.091,94
The New York Times,Mon Mar 19 20:33:00 +0000 2018,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,-0.5423,0.0,0.844,0.156,95
The New York Times,Mon Mar 19 20:30:18 +0000 2018,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",-0.5423,0.0,0.837,0.163,96
The New York Times,Mon Mar 19 20:20:07 +0000 2018,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,0.0,0.0,1.0,0.0,97
The New York Times,Mon Mar 19 20:17:56 +0000 2018,"“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",0.0,0.0,1.0,0.0,98
The New York Times,Mon Mar 19 20:14:53 +0000 2018,"However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",0.0,0.0,1.0,0.0,99
The New York Times,Mon Mar 19 20:13:08 +0000 2018,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",0.128,0.081,0.919,0.0,100
Fox News,Mon Mar 19 23:12:12 +0000 2018,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",0.2023,0.079,0.921,0.0,1
Fox News,Mon Mar 19 23:04:04 +0000 2018,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,-0.4939,0.0,0.775,0.225,2
Fox News,Mon Mar 19 23:01:13 +0000 2018,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",0.0,0.0,1.0,0.0,3
Fox News,Mon Mar 19 23:00:25 +0000 2018,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",0.2944,0.144,0.76,0.096,4
Fox News,Mon Mar 19 22:55:48 +0000 2018,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",0.0,0.0,1.0,0.0,5
Fox News,Mon Mar 19 22:49:52 +0000 2018,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",-0.898,0.0,0.588,0.412,6
Fox News,Mon Mar 19 22:46:15 +0000 2018,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",-0.5023,0.0,0.854,0.146,7
Fox News,Mon Mar 19 22:35:33 +0000 2018,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,0.0,0.0,1.0,0.0,8
Fox News,Mon Mar 19 22:27:25 +0000 2018,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",-0.6249,0.0,0.796,0.204,9
Fox News,Mon Mar 19 22:24:36 +0000 2018,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,-0.5106,0.099,0.672,0.229,10
Fox News,Mon Mar 19 22:15:41 +0000 2018,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",-0.3919,0.0,0.831,0.169,11
Fox News,Mon Mar 19 22:08:45 +0000 2018,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,0.0772,0.115,0.885,0.0,12
Fox News,Mon Mar 19 22:00:08 +0000 2018,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,0.2263,0.106,0.894,0.0,13
Fox News,Mon Mar 19 21:54:09 +0000 2018,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,0.0,0.0,1.0,0.0,14
Fox News,Mon Mar 19 21:47:01 +0000 2018,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",0.4019,0.209,0.791,0.0,15
Fox News,Mon Mar 19 21:44:08 +0000 2018,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,0.5574,0.204,0.796,0.0,16
Fox News,Mon Mar 19 21:31:49 +0000 2018,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",-0.5829,0.0,0.679,0.321,17
Fox News,Mon Mar 19 21:20:31 +0000 2018,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,-0.34,0.0,0.87,0.13,18
Fox News,Mon Mar 19 21:12:12 +0000 2018,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",-0.7717,0.0,0.729,0.271,19
Fox News,Mon Mar 19 20:45:54 +0000 2018,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,0.5574,0.286,0.714,0.0,20
Fox News,Mon Mar 19 23:12:12 +0000 2018,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",0.2023,0.079,0.921,0.0,21
Fox News,Mon Mar 19 23:04:04 +0000 2018,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,-0.4939,0.0,0.775,0.225,22
Fox News,Mon Mar 19 23:01:13 +0000 2018,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",0.0,0.0,1.0,0.0,23
Fox News,Mon Mar 19 23:00:25 +0000 2018,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",0.2944,0.144,0.76,0.096,24
Fox News,Mon Mar 19 22:55:48 +0000 2018,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",0.0,0.0,1.0,0.0,25
Fox News,Mon Mar 19 22:49:52 +0000 2018,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",-0.898,0.0,0.588,0.412,26
Fox News,Mon Mar 19 22:46:15 +0000 2018,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",-0.5023,0.0,0.854,0.146,27
Fox News,Mon Mar 19 22:35:33 +0000 2018,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,0.0,0.0,1.0,0.0,28
Fox News,Mon Mar 19 22:27:25 +0000 2018,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",-0.6249,0.0,0.796,0.204,29
Fox News,Mon Mar 19 22:24:36 +0000 2018,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,-0.5106,0.099,0.672,0.229,30
Fox News,Mon Mar 19 22:15:41 +0000 2018,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",-0.3919,0.0,0.831,0.169,31
Fox News,Mon Mar 19 22:08:45 +0000 2018,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,0.0772,0.115,0.885,0.0,32
Fox News,Mon Mar 19 22:00:08 +0000 2018,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,0.2263,0.106,0.894,0.0,33
Fox News,Mon Mar 19 21:54:09 +0000 2018,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,0.0,0.0,1.0,0.0,34
Fox News,Mon Mar 19 21:47:01 +0000 2018,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",0.4019,0.209,0.791,0.0,35
Fox News,Mon Mar 19 21:44:08 +0000 2018,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,0.5574,0.204,0.796,0.0,36
Fox News,Mon Mar 19 21:31:49 +0000 2018,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",-0.5829,0.0,0.679,0.321,37
Fox News,Mon Mar 19 21:20:31 +0000 2018,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,-0.34,0.0,0.87,0.13,38
Fox News,Mon Mar 19 21:12:12 +0000 2018,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",-0.7717,0.0,0.729,0.271,39
Fox News,Mon Mar 19 20:45:54 +0000 2018,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,0.5574,0.286,0.714,0.0,40
Fox News,Mon Mar 19 23:12:12 +0000 2018,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",0.2023,0.079,0.921,0.0,41
Fox News,Mon Mar 19 23:04:04 +0000 2018,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,-0.4939,0.0,0.775,0.225,42
