Account Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
Fox News,Mon Mar 19 23:01:13 +0000 2018,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",0.0,0.0,1.0,0.0,43
Fox News,Mon Mar 19 23:00:25 +0000 2018,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",0.2944,0.144,0.76,0.096,44
Fox News,Mon Mar 19 22:55:48 +0000 2018,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",0.0,0.0,1.0,0.0,45
Fox News,Mon Mar 19 22:49:52 +0000 2018,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",-0.898,0.0,0.588,0.412,46
Fox News,Mon Mar 19 22:46:15 +0000 2018,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",-0.5023,0.0,0.854,0.146,47
Fox News,Mon Mar 19 22:35:33 +0000 2018,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,0.0,0.0,1.0,0.0,48
Fox News,Mon Mar 19 22:27:25 +0000 2018,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",-0.6249,0.0,0.796,0.204,49
Fox News,Mon Mar 19 22:24:36 +0000 2018,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,-0.5106,0.099,0.672,0.229,50
Fox News,Mon Mar 19 22:15:41 +0000 2018,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",-0.3919,0.0,0.831,0.169,51
Fox News,Mon Mar 19 22:08:45 +0000 2018,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,0.0772,0.115,0.885,0.0,52
Fox News,Mon Mar 19 22:00:08 +0000 2018,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,0.2263,0.106,0.894,0.0,53
Fox News,Mon Mar 19 21:54:09 +0000 2018,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,0.0,0.0,1.0,0.0,54
Fox News,Mon Mar 19 21:47:01 +0000 2018,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",0.4019,0.209,0.791,0.0,55
Fox News,Mon Mar 19 21:44:08 +0000 2018,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,0.5574,0.204,0.796,0.0,56
Fox News,Mon Mar 19 21:31:49 +0000 2018,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",-0.5829,0.0,0.679,0.321,57
Fox News,Mon Mar 19 21:20:31 +0000 2018,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,-0.34,0.0,0.87,0.13,58
Fox News,Mon Mar 19 21:12:12 +0000 2018,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",-0.7717,0.0,0.729,0.271,59
Fox News,Mon Mar 19 20:45:54 +0000 2018,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,0.5574,0.286,0.714,0.0,60
Fox News,Mon Mar 19 23:12:12 +0000 2018,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",0.2023,0.079,0.921,0.0,61
Fox News,Mon Mar 19 23:04:04 +0000 2018,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,-0.4939,0.0,0.775,0.225,62
Fox News,Mon Mar 19 23:01:13 +0000 2018,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",0.0,0.0,1.0,0.0,63
Fox News,Mon Mar 19 23:00:25 +0000 2018,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",0.2944,0.144,0.76,0.096,64
Fox News,Mon Mar 19 22:55:48 +0000 2018,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",0.0,0.0,1.0,0.0,65
Fox News,Mon Mar 19 22:49:52 +0000 2018,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",-0.898,0.0,0.588,0.412,66
Fox News,Mon Mar 19 22:46:15 +0000 2018,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",-0.5023,0.0,0.854,0.146,67
Fox News,Mon Mar 19 22:35:33 +0000 2018,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,0.0,0.0,1.0,0.0,68
Fox News,Mon Mar 19 22:27:25 +0000 2018,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",-0.6249,0.0,0.796,0.204,69
Fox News,Mon Mar 19 22:24:36 +0000 2018,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,-0.5106,0.099,0.672,0.229,70
Fox News,Mon Mar 19 22:15:41 +0000 2018,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",-0.3919,0.0,0.831,0.169,71
Fox News,Mon Mar 19 22:08:45 +0000 2018,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,0.0772,0.115,0.885,0.0,72
Fox News,Mon Mar 19 22:00:08 +0000 2018,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,0.2263,0.106,0.894,0.0,73
Fox News,Mon Mar 19 21:54:09 +0000 2018,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,0.0,0.0,1.0,0.0,74
Fox News,Mon Mar 19 21:47:01 +0000 2018,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",0.4019,0.209,0.791,0.0,75
Fox News,Mon Mar 19 21:44:08 +0000 2018,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,0.5574,0.204,0.796,0.0,76
Fox News,Mon Mar 19 21:31:49 +0000 2018,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",-0.5829,0.0,0.679,0.321,77
Fox News,Mon Mar 19 21:20:31 +0000 2018,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,-0.34,0.0,0.87,0.13,78
Fox News,Mon Mar 19 21:12:12 +0000 2018,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",-0.7717,0.0,0.729,0.271,79
Fox News,Mon Mar 19 20:45:54 +0000 2018,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,0.5574,0.286,0.714,0.0,80
Fox News,Mon Mar 19 23:12:12 +0000 2018,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",0.2023,0.079,0.921,0.0,81
Fox News,Mon Mar 19 23:04:04 +0000 2018,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,-0.4939,0.0,0.775,0.225,82
Fox News,Mon Mar 19 23:01:13 +0000 2018,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",0.0,0.0,1.0,0.0,83
Fox News,Mon Mar 19 23:00:25 +0000 2018,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",0.2944,0.144,0.76,0.096,84
Fox News,Mon Mar 19 22:55:48 +0000 2018,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",0.0,0.0,1.0,0.0,85
Fox News,Mon Mar 19 22:49:52 +0000 2018,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",-0.898,0.0,0.588,0.412,86
Fox News,Mon Mar 19 22:46:15 +0000 2018,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",-0.5023,0.0,0.854,0.146,87
Fox News,Mon Mar 19 22:35:33 +0000 2018,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,0.0,0.0,1.0,0.0,88
Fox News,Mon Mar 19 22:27:25 +0000 2018,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",-0.6249,0.0,0.796,0.204,89
Fox News,Mon Mar 19 22:24:36 +0000 2018,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,-0.5106,0.099,0.672,0.229,90
Fox News,Mon Mar 19 22:15:41 +0000 2018,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",-0.3919,0.0,0.831,0.169,91
Fox News,Mon Mar 19 22:08:45 +0000 2018,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,0.0772,0.115,0.885,0.0,92
Fox News,Mon Mar 19 22:00:08 +0000 2018,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,0.2263,0.106,0.894,0.0,93
Fox News,Mon Mar 19 21:54:09 +0000 2018,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,0.0,0.0,1.0,0.0,94
Fox News,Mon Mar 19 21:47:01 +0000 2018,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",0.4019,0.209,0.791,0.0,95
Fox News,Mon Mar 19 21:44:08 +0000 2018,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,0.5574,0.204,0.796,0.0,96
Fox News,Mon Mar 19 21:31:49 +0000 2018,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",-0.5829,0.0,0.679,0.321,97
Fox News,Mon Mar 19 21:20:31 +0000 2018,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,-0.34,0.0,0.87,0.13,98
Fox News,Mon Mar 19 21:12:12 +0000 2018,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",-0.7717,0.0,0.729,0.271,99
Fox News,Mon Mar 19 20:45:54 +0000 2018,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,0.5574,0.286,0.714,0.0,100
BBC News (UK),Mon Mar 19 22:38:15 +0000 2018,"Tuesday's Daily Mail
""A cure for disease that robs thousands of sight""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/CnQxZoKc5o",-0.4588,0.0,0.833,0.167,1
BBC News (UK),Mon Mar 19 22:35:49 +0000 2018,"Tuesday's Daily Mirror: 
""Ant back in rehab""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/K6Odw6ZYOF",0.0,0.0,1.0,0.0,2
BBC News (UK),Mon Mar 19 22:34:03 +0000 2018,"Tuesday's Daily Telegraph: 
""Fishermen 'betrayed' by May's Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/tbAN05Sgy9",0.0,0.0,1.0,0.0,3
BBC News (UK),Mon Mar 19 22:26:15 +0000 2018,"Tuesday's Guardian
""Data firm's executives caught boasting of dirty tricks to swing elections""… https://t.co/thEEQKq8xk",-0.5267,0.0,0.732,0.268,4
BBC News (UK),Mon Mar 19 22:22:03 +0000 2018,RT @BBCkatyaadler: Green light for transition deal but - to temper excitement - EU #Brexit mantra is: Nothing is agreed until Everything is…,0.5023,0.243,0.628,0.129,5
BBC News (UK),Mon Mar 19 22:15:39 +0000 2018,"Tuesday's Sun
""Ant off TV.. and back in rehab ""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/Ka460ncTzu",0.0,0.0,1.0,0.0,6
BBC News (UK),Mon Mar 19 22:04:28 +0000 2018,"""I knew she might be killed.""

Father speaks of daughter's death fighting with all-female Kurdish armed unit in Syr… https://t.co/TSQLMPxgZg",-0.7506,0.0,0.738,0.262,7
BBC News (UK),Mon Mar 19 22:00:43 +0000 2018,Commons bullying: Outside figure to head inquiry https://t.co/j6XPOuWVun,-0.5994,0.0,0.642,0.358,8
BBC News (UK),Mon Mar 19 21:52:44 +0000 2018,"Tuesday's Metro
""Brexit breakthrough""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/SGyZN67rFA",0.0,0.0,1.0,0.0,9
BBC News (UK),Mon Mar 19 21:48:46 +0000 2018,"Tuesday's i
""Britain takes a big step towards Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/uQlIL6PUSy",0.0,0.0,1.0,0.0,10
BBC News (UK),Mon Mar 19 21:45:12 +0000 2018,RT @BBCScotlandNews: Some amazing footage of the Northern Lights and a mysterious aurora phenomenon dubbed Steve spotted by stargazers in S…,0.5859,0.167,0.833,0.0,11
BBC News (UK),Mon Mar 19 21:44:38 +0000 2018,"Tuesday's Daily Express 
""Miracle cure for sight loss""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/QoXhdLgg7d",0.3612,0.222,0.643,0.135,12
BBC News (UK),Mon Mar 19 21:07:58 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,1.0,0.0,13
BBC News (UK),Mon Mar 19 21:06:52 +0000 2018,Cambridge Analytica: Warrant sought to inspect company https://t.co/WB0gogrQSd,0.0,0.0,1.0,0.0,14
BBC News (UK),Mon Mar 19 20:54:22 +0000 2018,Mariam Moustafa death in Nottingham 'not hate-related' https://t.co/pPkXcCED0K,-0.5994,0.0,0.642,0.358,15
BBC News (UK),Mon Mar 19 20:13:55 +0000 2018,Child rescued from car in Cardigan river https://t.co/hAUQ4bxN8C,0.4215,0.286,0.714,0.0,16
BBC News (UK),Mon Mar 19 19:49:36 +0000 2018,St Leonards shooting: Man charged with double murder https://t.co/TgTYbx5vfv,-0.7579,0.0,0.519,0.481,17
BBC News (UK),Mon Mar 19 18:15:53 +0000 2018,Channel 4 has gender pay gap of 24.2% https://t.co/sWB4acJtew,-0.1027,0.0,0.833,0.167,18
BBC News (UK),Mon Mar 19 18:03:28 +0000 2018,Parsons Green: Bomber's foster mother felt 'betrayed' https://t.co/VXpAteAdH6,0.0,0.0,1.0,0.0,19
BBC News (UK),Mon Mar 19 18:03:08 +0000 2018,RT @bbcweather: Temperatures will be on the rise over the next few days... Jo https://t.co/VQtCCxR568,0.0,0.0,1.0,0.0,20
BBC News (UK),Mon Mar 19 22:38:15 +0000 2018,"Tuesday's Daily Mail
""A cure for disease that robs thousands of sight""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/CnQxZoKc5o",-0.4588,0.0,0.833,0.167,21
BBC News (UK),Mon Mar 19 22:35:49 +0000 2018,"Tuesday's Daily Mirror: 
""Ant back in rehab""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/K6Odw6ZYOF",0.0,0.0,1.0,0.0,22
BBC News (UK),Mon Mar 19 22:34:03 +0000 2018,"Tuesday's Daily Telegraph: 
""Fishermen 'betrayed' by May's Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/tbAN05Sgy9",0.0,0.0,1.0,0.0,23
BBC News (UK),Mon Mar 19 22:26:15 +0000 2018,"Tuesday's Guardian
""Data firm's executives caught boasting of dirty tricks to swing elections""… https://t.co/thEEQKq8xk",-0.5267,0.0,0.732,0.268,24
BBC News (UK),Mon Mar 19 22:22:03 +0000 2018,RT @BBCkatyaadler: Green light for transition deal but - to temper excitement - EU #Brexit mantra is: Nothing is agreed until Everything is…,0.5023,0.243,0.628,0.129,25
BBC News (UK),Mon Mar 19 22:15:39 +0000 2018,"Tuesday's Sun
""Ant off TV.. and back in rehab ""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/Ka460ncTzu",0.0,0.0,1.0,0.0,26
BBC News (UK),Mon Mar 19 22:04:28 +0000 2018,"""I knew she might be killed.""

Father speaks of daughter's death fighting with all-female Kurdish armed unit in Syr… https://t.co/TSQLMPxgZg",-0.7506,0.0,0.738,0.262,27
BBC News (UK),Mon Mar 19 22:00:43 +0000 2018,Commons bullying: Outside figure to head inquiry https://t.co/j6XPOuWVun,-0.5994,0.0,0.642,0.358,28
BBC News (UK),Mon Mar 19 21:52:44 +0000 2018,"Tuesday's Metro
""Brexit breakthrough""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/SGyZN67rFA",0.0,0.0,1.0,0.0,29
BBC News (UK),Mon Mar 19 21:48:46 +0000 2018,"Tuesday's i
""Britain takes a big step towards Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/uQlIL6PUSy",0.0,0.0,1.0,0.0,30
BBC News (UK),Mon Mar 19 21:45:12 +0000 2018,RT @BBCScotlandNews: Some amazing footage of the Northern Lights and a mysterious aurora phenomenon dubbed Steve spotted by stargazers in S…,0.5859,0.167,0.833,0.0,31
BBC News (UK),Mon Mar 19 21:44:38 +0000 2018,"Tuesday's Daily Express 
""Miracle cure for sight loss""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/QoXhdLgg7d",0.3612,0.222,0.643,0.135,32
BBC News (UK),Mon Mar 19 21:07:58 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,1.0,0.0,33
BBC News (UK),Mon Mar 19 21:06:52 +0000 2018,Cambridge Analytica: Warrant sought to inspect company https://t.co/WB0gogrQSd,0.0,0.0,1.0,0.0,34
BBC News (UK),Mon Mar 19 20:54:22 +0000 2018,Mariam Moustafa death in Nottingham 'not hate-related' https://t.co/pPkXcCED0K,-0.5994,0.0,0.642,0.358,35
BBC News (UK),Mon Mar 19 20:13:55 +0000 2018,Child rescued from car in Cardigan river https://t.co/hAUQ4bxN8C,0.4215,0.286,0.714,0.0,36
BBC News (UK),Mon Mar 19 19:49:36 +0000 2018,St Leonards shooting: Man charged with double murder https://t.co/TgTYbx5vfv,-0.7579,0.0,0.519,0.481,37
BBC News (UK),Mon Mar 19 18:15:53 +0000 2018,Channel 4 has gender pay gap of 24.2% https://t.co/sWB4acJtew,-0.1027,0.0,0.833,0.167,38
BBC News (UK),Mon Mar 19 18:03:28 +0000 2018,Parsons Green: Bomber's foster mother felt 'betrayed' https://t.co/VXpAteAdH6,0.0,0.0,1.0,0.0,39
BBC News (UK),Mon Mar 19 18:03:08 +0000 2018,RT @bbcweather: Temperatures will be on the rise over the next few days... Jo https://t.co/VQtCCxR568,0.0,0.0,1.0,0.0,40
BBC News (UK),Mon Mar 19 22:38:15 +0000 2018,"Tuesday's Daily Mail
""A cure for disease that robs thousands of sight""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/CnQxZoKc5o",-0.4588,0.0,0.833,0.167,41
BBC News (UK),Mon Mar 19 22:35:49 +0000 2018,"Tuesday's Daily Mirror: 
""Ant back in rehab""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/K6Odw6ZYOF",0.0,0.0,1.0,0.0,42
BBC News (UK),Mon Mar 19 22:34:03 +0000 2018,"Tuesday's Daily Telegraph: 
""Fishermen 'betrayed' by May's Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/tbAN05Sgy9",0.0,0.0,1.0,0.0,43
BBC News (UK),Mon Mar 19 22:26:15 +0000 2018,"Tuesday's Guardian
""Data firm's executives caught boasting of dirty tricks to swing elections""… https://t.co/thEEQKq8xk",-0.5267,0.0,0.732,0.268,44
BBC News (UK),Mon Mar 19 22:22:03 +0000 2018,RT @BBCkatyaadler: Green light for transition deal but - to temper excitement - EU #Brexit mantra is: Nothing is agreed until Everything is…,0.5023,0.243,0.628,0.129,45
BBC News (UK),Mon Mar 19 22:15:39 +0000 2018,"Tuesday's Sun
""Ant off TV.. and back in rehab ""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/Ka460ncTzu",0.0,0.0,1.0,0.0,46
BBC News (UK),Mon Mar 19 22:04:28 +0000 2018,"""I knew she might be killed.""

Father speaks of daughter's death fighting with all-female Kurdish armed unit in Syr… https://t.co/TSQLMPxgZg",-0.7506,0.0,0.738,0.262,47
BBC News (UK),Mon Mar 19 22:00:43 +0000 2018,Commons bullying: Outside figure to head inquiry https://t.co/j6XPOuWVun,-0.5994,0.0,0.642,0.358,48
BBC News (UK),Mon Mar 19 21:52:44 +0000 2018,"Tuesday's Metro
""Brexit breakthrough""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/SGyZN67rFA",0.0,0.0,1.0,0.0,49
BBC News (UK),Mon Mar 19 21:48:46 +0000 2018,"Tuesday's i
""Britain takes a big step towards Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/uQlIL6PUSy",0.0,0.0,1.0,0.0,50
BBC News (UK),Mon Mar 19 21:45:12 +0000 2018,RT @BBCScotlandNews: Some amazing footage of the Northern Lights and a mysterious aurora phenomenon dubbed Steve spotted by stargazers in S…,0.5859,0.167,0.833,0.0,51
BBC News (UK),Mon Mar 19 21:44:38 +0000 2018,"Tuesday's Daily Express 
""Miracle cure for sight loss""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/QoXhdLgg7d",0.3612,0.222,0.643,0.135,52
BBC News (UK),Mon Mar 19 21:07:58 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,1.0,0.0,53
BBC News (UK),Mon Mar 19 21:06:52 +0000 2018,Cambridge Analytica: Warrant sought to inspect company https://t.co/WB0gogrQSd,0.0,0.0,1.0,0.0,54
BBC News (UK),Mon Mar 19 20:54:22 +0000 2018,Mariam Moustafa death in Nottingham 'not hate-related' https://t.co/pPkXcCED0K,-0.5994,0.0,0.642,0.358,55
BBC News (UK),Mon Mar 19 20:13:55 +0000 2018,Child rescued from car in Cardigan river https://t.co/hAUQ4bxN8C,0.4215,0.286,0.714,0.0,56
BBC News (UK),Mon Mar 19 19:49:36 +0000 2018,St Leonards shooting: Man charged with double murder https://t.co/TgTYbx5vfv,-0.7579,0.0,0.519,0.481,57
BBC News (UK),Mon Mar 19 18:15:53 +0000 2018,Channel 4 has gender pay gap of 24.2% https://t.co/sWB4acJtew,-0.1027,0.0,0.833,0.167,58
BBC News (UK),Mon Mar 19 18:03:28 +0000 2018,Parsons Green: Bomber's foster mother felt 'betrayed' https://t.co/VXpAteAdH6,0.0,0.0,1.0,0.0,59
BBC News (UK),Mon Mar 19 18:03:08 +0000 2018,RT @bbcweather: Temperatures will be on the rise over the next few days... Jo https://t.co/VQtCCxR568,0.0,0.0,1.0,0.0,60
BBC News (UK),Mon Mar 19 22:38:15 +0000 2018,"Tuesday's Daily Mail
""A cure for disease that robs thousands of sight""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/CnQxZoKc5o",-0.4588,0.0,0.833,0.167,61
BBC News (UK),Mon Mar 19 22:35:49 +0000 2018,"Tuesday's Daily Mirror: 
""Ant back in rehab""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/K6Odw6ZYOF",0.0,0.0,1.0,0.0,62
BBC News (UK),Mon Mar 19 22:34:03 +0000 2018,"Tuesday's Daily Telegraph: 
""Fishermen 'betrayed' by May's Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/tbAN05Sgy9",0.0,0.0,1.0,0.0,63
BBC News (UK),Mon Mar 19 22:26:15 +0000 2018,"Tuesday's Guardian
""Data firm's executives caught boasting of dirty tricks to swing elections""… https://t.co/thEEQKq8xk",-0.5267,0.0,0.732,0.268,64
BBC News (UK),Mon Mar 19 22:22:03 +0000 2018,RT @BBCkatyaadler: Green light for transition deal but - to temper excitement - EU #Brexit mantra is: Nothing is agreed until Everything is…,0.5023,0.243,0.628,0.129,65
BBC News (UK),Mon Mar 19 22:15:39 +0000 2018,"Tuesday's Sun
""Ant off TV.. and back in rehab ""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/Ka460ncTzu",0.0,0.0,1.0,0.0,66
BBC News (UK),Mon Mar 19 22:04:28 +0000 2018,"""I knew she might be killed.""

Father speaks of daughter's death fighting with all-female Kurdish armed unit in Syr… https://t.co/TSQLMPxgZg",-0.7506,0.0,0.738,0.262,67
BBC News (UK),Mon Mar 19 22:00:43 +0000 2018,Commons bullying: Outside figure to head inquiry https://t.co/j6XPOuWVun,-0.5994,0.0,0.642,0.358,68
BBC News (UK),Mon Mar 19 21:52:44 +0000 2018,"Tuesday's Metro
""Brexit breakthrough""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/SGyZN67rFA",0.0,0.0,1.0,0.0,69
BBC News (UK),Mon Mar 19 21:48:46 +0000 2018,"Tuesday's i
""Britain takes a big step towards Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/uQlIL6PUSy",0.0,0.0,1.0,0.0,70
BBC News (UK),Mon Mar 19 21:45:12 +0000 2018,RT @BBCScotlandNews: Some amazing footage of the Northern Lights and a mysterious aurora phenomenon dubbed Steve spotted by stargazers in S…,0.5859,0.167,0.833,0.0,71
BBC News (UK),Mon Mar 19 21:44:38 +0000 2018,"Tuesday's Daily Express 
""Miracle cure for sight loss""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/QoXhdLgg7d",0.3612,0.222,0.643,0.135,72
BBC News (UK),Mon Mar 19 21:07:58 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,1.0,0.0,73
BBC News (UK),Mon Mar 19 21:06:52 +0000 2018,Cambridge Analytica: Warrant sought to inspect company https://t.co/WB0gogrQSd,0.0,0.0,1.0,0.0,74
BBC News (UK),Mon Mar 19 20:54:22 +0000 2018,Mariam Moustafa death in Nottingham 'not hate-related' https://t.co/pPkXcCED0K,-0.5994,0.0,0.642,0.358,75
BBC News (UK),Mon Mar 19 20:13:55 +0000 2018,Child rescued from car in Cardigan river https://t.co/hAUQ4bxN8C,0.4215,0.286,0.714,0.0,76
