Account Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
BBC News (UK),Mon Mar 19 19:49:36 +0000 2018,St Leonards shooting: Man charged with double murder https://t.co/TgTYbx5vfv,-0.7579,0.0,0.519,0.481,77
BBC News (UK),Mon Mar 19 18:15:53 +0000 2018,Channel 4 has gender pay gap of 24.2% https://t.co/sWB4acJtew,-0.1027,0.0,0.833,0.167,78
BBC News (UK),Mon Mar 19 18:03:28 +0000 2018,Parsons Green: Bomber's foster mother felt 'betrayed' https://t.co/VXpAteAdH6,0.0,0.0,1.0,0.0,79
BBC News (UK),Mon Mar 19 18:03:08 +0000 2018,RT @bbcweather: Temperatures will be on the rise over the next few days... Jo https://t.co/VQtCCxR568,0.0,0.0,1.0,0.0,80
BBC News (UK),Mon Mar 19 22:38:15 +0000 2018,"Tuesday's Daily Mail
""A cure for disease that robs thousands of sight""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/CnQxZoKc5o",-0.4588,0.0,0.833,0.167,81
BBC News (UK),Mon Mar 19 22:35:49 +0000 2018,"Tuesday's Daily Mirror: 
""Ant back in rehab""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/K6Odw6ZYOF",0.0,0.0,1.0,0.0,82
BBC News (UK),Mon Mar 19 22:34:03 +0000 2018,"Tuesday's Daily Telegraph: 
""Fishermen 'betrayed' by May's Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via… https://t.co/tbAN05Sgy9",0.0,0.0,1.0,0.0,83
BBC News (UK),Mon Mar 19 22:26:15 +0000 2018,"Tuesday's Guardian
""Data firm's executives caught boasting of dirty tricks to swing elections""… https://t.co/thEEQKq8xk",-0.5267,0.0,0.732,0.268,84
BBC News (UK),Mon Mar 19 22:22:03 +0000 2018,RT @BBCkatyaadler: Green light for transition deal but - to temper excitement - EU #Brexit mantra is: Nothing is agreed until Everything is…,0.5023,0.243,0.628,0.129,85
BBC News (UK),Mon Mar 19 22:15:39 +0000 2018,"Tuesday's Sun
""Ant off TV.. and back in rehab ""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/Ka460ncTzu",0.0,0.0,1.0,0.0,86
BBC News (UK),Mon Mar 19 22:04:28 +0000 2018,"""I knew she might be killed.""

Father speaks of daughter's death fighting with all-female Kurdish armed unit in Syr… https://t.co/TSQLMPxgZg",-0.7506,0.0,0.738,0.262,87
BBC News (UK),Mon Mar 19 22:00:43 +0000 2018,Commons bullying: Outside figure to head inquiry https://t.co/j6XPOuWVun,-0.5994,0.0,0.642,0.358,88
BBC News (UK),Mon Mar 19 21:52:44 +0000 2018,"Tuesday's Metro
""Brexit breakthrough""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/SGyZN67rFA",0.0,0.0,1.0,0.0,89
BBC News (UK),Mon Mar 19 21:48:46 +0000 2018,"Tuesday's i
""Britain takes a big step towards Brexit deal""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/uQlIL6PUSy",0.0,0.0,1.0,0.0,90
BBC News (UK),Mon Mar 19 21:45:12 +0000 2018,RT @BBCScotlandNews: Some amazing footage of the Northern Lights and a mysterious aurora phenomenon dubbed Steve spotted by stargazers in S…,0.5859,0.167,0.833,0.0,91
BBC News (UK),Mon Mar 19 21:44:38 +0000 2018,"Tuesday's Daily Express 
""Miracle cure for sight loss""

#tomorrowspaperstoday
#bbcpapers
(via @BBCHelenaLee) https://t.co/QoXhdLgg7d",0.3612,0.222,0.643,0.135,92
BBC News (UK),Mon Mar 19 21:07:58 +0000 2018,"RT @BBCOne: They've finally quacked the case.

https://t.co/eq4dLcauhe",0.0,0.0,1.0,0.0,93
BBC News (UK),Mon Mar 19 21:06:52 +0000 2018,Cambridge Analytica: Warrant sought to inspect company https://t.co/WB0gogrQSd,0.0,0.0,1.0,0.0,94
BBC News (UK),Mon Mar 19 20:54:22 +0000 2018,Mariam Moustafa death in Nottingham 'not hate-related' https://t.co/pPkXcCED0K,-0.5994,0.0,0.642,0.358,95
BBC News (UK),Mon Mar 19 20:13:55 +0000 2018,Child rescued from car in Cardigan river https://t.co/hAUQ4bxN8C,0.4215,0.286,0.714,0.0,96
BBC News (UK),Mon Mar 19 19:49:36 +0000 2018,St Leonards shooting: Man charged with double murder https://t.co/TgTYbx5vfv,-0.7579,0.0,0.519,0.481,97
BBC News (UK),Mon Mar 19 18:15:53 +0000 2018,Channel 4 has gender pay gap of 24.2% https://t.co/sWB4acJtew,-0.1027,0.0,0.833,0.167,98
BBC News (UK),Mon Mar 19 18:03:28 +0000 2018,Parsons Green: Bomber's foster mother felt 'betrayed' https://t.co/VXpAteAdH6,0.0,0.0,1.0,0.0,99
BBC News (UK),Mon Mar 19 18:03:08 +0000 2018,RT @bbcweather: Temperatures will be on the rise over the next few days... Jo https://t.co/VQtCCxR568,0.0,0.0,1.0,0.0,100
CBS News,Mon Mar 19 23:15:01 +0000 2018,"As fallout over Cambridge Analytica controversy continues, Facebook is pushing back against ""data breach"" character… https://t.co/A0cIpBZyFF",0.0,0.0,1.0,0.0,1
CBS News,Mon Mar 19 23:03:18 +0000 2018,There are new details in the shooting death of a 13-year-old girl in Mississippi. Family members tell CBS News the… https://t.co/8gtRx3Wxcr,-0.5994,0.0,0.83,0.17,2
CBS News,Mon Mar 19 23:00:45 +0000 2018,"One day after winning a sixth term as Russian president, Vladimir Putin received congratulation calls today from th… https://t.co/MRz0X1YSdd",0.8074,0.313,0.687,0.0,3
CBS News,Mon Mar 19 22:59:02 +0000 2018,President Trump has spent part of the past few days airing frustrations about the special counsel investigation int… https://t.co/3Rao3VAFeG,-0.0772,0.119,0.749,0.132,4
CBS News,Mon Mar 19 22:56:31 +0000 2018,"""All of these pieces of information, put together, create a digital portrait of who you are."" Christopher Wylie, Ca… https://t.co/JD8N7PqzZu",0.2732,0.104,0.896,0.0,5
CBS News,Mon Mar 19 22:45:27 +0000 2018,There's severe weather tonight in the South. Part of that storm system will form yet another nor'easter. @wbz'… https://t.co/6kx6iMhwuC,-0.3818,0.0,0.874,0.126,6
CBS News,Mon Mar 19 22:42:04 +0000 2018,"Uber today put the brakes on all road testing of its self-driving 
cars after a deadly collision. A pedestrian in T… https://t.co/8Zd9bnf7Eb",-0.3612,0.0,0.884,0.116,7
CBS News,Mon Mar 19 22:39:58 +0000 2018,"A ""serial bomber"" in Austin, Texas, is showing a higher level of sophistication and skill after the latest bombing.… https://t.co/xH7xCjbzR0",0.0,0.0,1.0,0.0,8
CBS News,Mon Mar 19 22:32:54 +0000 2018,"Joe diGenova, a member of Pres. Trump's legal team in Russia probe, says FBI Director Christopher Wray has ""become… https://t.co/9HvkvAPolQ",0.128,0.077,0.923,0.0,9
CBS News,Mon Mar 19 21:55:01 +0000 2018,"Climate change -- rising temperatures, more carbon dioxide in the air -- is leading to longer, more intense allergy… https://t.co/CVV0lZ0I6I",0.1513,0.077,0.923,0.0,10
CBS News,Mon Mar 19 21:35:31 +0000 2018,"WATCH: After a baby deer got stranded on ice, Finnish Border Guards formed a rescue operation to save the little fa… https://t.co/Zdd5itF1Xv",0.7579,0.265,0.735,0.0,11
CBS News,Mon Mar 19 21:26:26 +0000 2018,"""We are now the most unequal state in the entire country, with both incredible wealth and extreme poverty,"" Cynthia… https://t.co/BS4sIddm4k",0.1298,0.134,0.753,0.113,12
CBS News,Mon Mar 19 21:15:01 +0000 2018,"Two Broadway superstars unite for mashup between songs from ""Hamilton"" and ""Dear Evan Hansen,"" in support of upcomi… https://t.co/LHqxwBor6Y",0.6486,0.238,0.762,0.0,13
CBS News,Mon Mar 19 20:55:37 +0000 2018,Two bears found a new home inside the crawlspace of a house -- and the mama and cub are staying put https://t.co/4M1PiJfmHj,0.0,0.0,1.0,0.0,14
CBS News,Mon Mar 19 20:35:01 +0000 2018,"""I want to see some people be responsible"": Victim's family demands answers after fatal Florida bridge collapse, in… https://t.co/v7cTWxOr3T",-0.7506,0.054,0.667,0.279,15
CBS News,Mon Mar 19 20:15:01 +0000 2018,"""We're used to operating through different vehicles in the shadows, and I look forward to building a very long term… https://t.co/k5g4P95rMl",0.0,0.0,1.0,0.0,16
CBS News,Mon Mar 19 20:00:02 +0000 2018,Panel of federal judges dismisses a legal challenge by Republican congressmen to a district map imposed last month… https://t.co/efgOE7II7p,0.128,0.155,0.773,0.072,17
CBS News,Mon Mar 19 19:45:01 +0000 2018,"Uber has suspended its testing of driverless cars in wake of a deadly accident, yet this month, California's first… https://t.co/lWLzD7MhwQ",-0.7564,0.0,0.724,0.276,18
CBS News,Mon Mar 19 19:27:01 +0000 2018,"Actress Cynthia Nixon, best known for her role as Miranda Hobbes on ""Sex and the City,"" running for New York govern… https://t.co/FnNDTizRqa",0.6369,0.167,0.833,0.0,19
CBS News,Mon Mar 19 19:10:27 +0000 2018,"Pres. Trump: ""Drug traffickers kill so many thousands of our citizens every year. That is why my Department of Just… https://t.co/0uYv5vc8KS",-0.6908,0.0,0.81,0.19,20
CBS News,Mon Mar 19 23:15:01 +0000 2018,"As fallout over Cambridge Analytica controversy continues, Facebook is pushing back against ""data breach"" character… https://t.co/A0cIpBZyFF",0.0,0.0,1.0,0.0,21
CBS News,Mon Mar 19 23:03:18 +0000 2018,There are new details in the shooting death of a 13-year-old girl in Mississippi. Family members tell CBS News the… https://t.co/8gtRx3Wxcr,-0.5994,0.0,0.83,0.17,22
CBS News,Mon Mar 19 23:00:45 +0000 2018,"One day after winning a sixth term as Russian president, Vladimir Putin received congratulation calls today from th… https://t.co/MRz0X1YSdd",0.8074,0.313,0.687,0.0,23
CBS News,Mon Mar 19 22:59:02 +0000 2018,President Trump has spent part of the past few days airing frustrations about the special counsel investigation int… https://t.co/3Rao3VAFeG,-0.0772,0.119,0.749,0.132,24
CBS News,Mon Mar 19 22:56:31 +0000 2018,"""All of these pieces of information, put together, create a digital portrait of who you are."" Christopher Wylie, Ca… https://t.co/JD8N7PqzZu",0.2732,0.104,0.896,0.0,25
CBS News,Mon Mar 19 22:45:27 +0000 2018,There's severe weather tonight in the South. Part of that storm system will form yet another nor'easter. @wbz'… https://t.co/6kx6iMhwuC,-0.3818,0.0,0.874,0.126,26
CBS News,Mon Mar 19 22:42:04 +0000 2018,"Uber today put the brakes on all road testing of its self-driving 
cars after a deadly collision. A pedestrian in T… https://t.co/8Zd9bnf7Eb",-0.3612,0.0,0.884,0.116,27
CBS News,Mon Mar 19 22:39:58 +0000 2018,"A ""serial bomber"" in Austin, Texas, is showing a higher level of sophistication and skill after the latest bombing.… https://t.co/xH7xCjbzR0",0.0,0.0,1.0,0.0,28
CBS News,Mon Mar 19 22:32:54 +0000 2018,"Joe diGenova, a member of Pres. Trump's legal team in Russia probe, says FBI Director Christopher Wray has ""become… https://t.co/9HvkvAPolQ",0.128,0.077,0.923,0.0,29
CBS News,Mon Mar 19 21:55:01 +0000 2018,"Climate change -- rising temperatures, more carbon dioxide in the air -- is leading to longer, more intense allergy… https://t.co/CVV0lZ0I6I",0.1513,0.077,0.923,0.0,30
CBS News,Mon Mar 19 21:35:31 +0000 2018,"WATCH: After a baby deer got stranded on ice, Finnish Border Guards formed a rescue operation to save the little fa… https://t.co/Zdd5itF1Xv",0.7579,0.265,0.735,0.0,31
CBS News,Mon Mar 19 21:26:26 +0000 2018,"""We are now the most unequal state in the entire country, with both incredible wealth and extreme poverty,"" Cynthia… https://t.co/BS4sIddm4k",0.1298,0.134,0.753,0.113,32
CBS News,Mon Mar 19 21:15:01 +0000 2018,"Two Broadway superstars unite for mashup between songs from ""Hamilton"" and ""Dear Evan Hansen,"" in support of upcomi… https://t.co/LHqxwBor6Y",0.6486,0.238,0.762,0.0,33
CBS News,Mon Mar 19 20:55:37 +0000 2018,Two bears found a new home inside the crawlspace of a house -- and the mama and cub are staying put https://t.co/4M1PiJfmHj,0.0,0.0,1.0,0.0,34
CBS News,Mon Mar 19 20:35:01 +0000 2018,"""I want to see some people be responsible"": Victim's family demands answers after fatal Florida bridge collapse, in… https://t.co/v7cTWxOr3T",-0.7506,0.054,0.667,0.279,35
CBS News,Mon Mar 19 20:15:01 +0000 2018,"""We're used to operating through different vehicles in the shadows, and I look forward to building a very long term… https://t.co/k5g4P95rMl",0.0,0.0,1.0,0.0,36
CBS News,Mon Mar 19 20:00:02 +0000 2018,Panel of federal judges dismisses a legal challenge by Republican congressmen to a district map imposed last month… https://t.co/efgOE7II7p,0.128,0.155,0.773,0.072,37
CBS News,Mon Mar 19 19:45:01 +0000 2018,"Uber has suspended its testing of driverless cars in wake of a deadly accident, yet this month, California's first… https://t.co/lWLzD7MhwQ",-0.7564,0.0,0.724,0.276,38
CBS News,Mon Mar 19 19:27:01 +0000 2018,"Actress Cynthia Nixon, best known for her role as Miranda Hobbes on ""Sex and the City,"" running for New York govern… https://t.co/FnNDTizRqa",0.6369,0.167,0.833,0.0,39
CBS News,Mon Mar 19 19:10:27 +0000 2018,"Pres. Trump: ""Drug traffickers kill so many thousands of our citizens every year. That is why my Department of Just… https://t.co/0uYv5vc8KS",-0.6908,0.0,0.81,0.19,40
CBS News,Mon Mar 19 23:15:01 +0000 2018,"As fallout over Cambridge Analytica controversy continues, Facebook is pushing back against ""data breach"" character… https://t.co/A0cIpBZyFF",0.0,0.0,1.0,0.0,41
CBS News,Mon Mar 19 23:03:18 +0000 2018,There are new details in the shooting death of a 13-year-old girl in Mississippi. Family members tell CBS News the… https://t.co/8gtRx3Wxcr,-0.5994,0.0,0.83,0.17,42
CBS News,Mon Mar 19 23:00:45 +0000 2018,"One day after winning a sixth term as Russian president, Vladimir Putin received congratulation calls today from th… https://t.co/MRz0X1YSdd",0.8074,0.313,0.687,0.0,43
CBS News,Mon Mar 19 22:59:02 +0000 2018,President Trump has spent part of the past few days airing frustrations about the special counsel investigation int… https://t.co/3Rao3VAFeG,-0.0772,0.119,0.749,0.132,44
CBS News,Mon Mar 19 22:56:31 +0000 2018,"""All of these pieces of information, put together, create a digital portrait of who you are."" Christopher Wylie, Ca… https://t.co/JD8N7PqzZu",0.2732,0.104,0.896,0.0,45
CBS News,Mon Mar 19 22:45:27 +0000 2018,There's severe weather tonight in the South. Part of that storm system will form yet another nor'easter. @wbz'… https://t.co/6kx6iMhwuC,-0.3818,0.0,0.874,0.126,46
CBS News,Mon Mar 19 22:42:04 +0000 2018,"Uber today put the brakes on all road testing of its self-driving 
cars after a deadly collision. A pedestrian in T… https://t.co/8Zd9bnf7Eb",-0.3612,0.0,0.884,0.116,47
CBS News,Mon Mar 19 22:39:58 +0000 2018,"A ""serial bomber"" in Austin, Texas, is showing a higher level of sophistication and skill after the latest bombing.… https://t.co/xH7xCjbzR0",0.0,0.0,1.0,0.0,48
CBS News,Mon Mar 19 22:32:54 +0000 2018,"Joe diGenova, a member of Pres. Trump's legal team in Russia probe, says FBI Director Christopher Wray has ""become… https://t.co/9HvkvAPolQ",0.128,0.077,0.923,0.0,49
CBS News,Mon Mar 19 21:55:01 +0000 2018,"Climate change -- rising temperatures, more carbon dioxide in the air -- is leading to longer, more intense allergy… https://t.co/CVV0lZ0I6I",0.1513,0.077,0.923,0.0,50
CBS News,Mon Mar 19 21:35:31 +0000 2018,"WATCH: After a baby deer got stranded on ice, Finnish Border Guards formed a rescue operation to save the little fa… https://t.co/Zdd5itF1Xv",0.7579,0.265,0.735,0.0,51
CBS News,Mon Mar 19 21:26:26 +0000 2018,"""We are now the most unequal state in the entire country, with both incredible wealth and extreme poverty,"" Cynthia… https://t.co/BS4sIddm4k",0.1298,0.134,0.753,0.113,52
CBS News,Mon Mar 19 21:15:01 +0000 2018,"Two Broadway superstars unite for mashup between songs from ""Hamilton"" and ""Dear Evan Hansen,"" in support of upcomi… https://t.co/LHqxwBor6Y",0.6486,0.238,0.762,0.0,53
CBS News,Mon Mar 19 20:55:37 +0000 2018,Two bears found a new home inside the crawlspace of a house -- and the mama and cub are staying put https://t.co/4M1PiJfmHj,0.0,0.0,1.0,0.0,54
CBS News,Mon Mar 19 20:35:01 +0000 2018,"""I want to see some people be responsible"": Victim's family demands answers after fatal Florida bridge collapse, in… https://t.co/v7cTWxOr3T",-0.7506,0.054,0.667,0.279,55
CBS News,Mon Mar 19 20:15:01 +0000 2018,"""We're used to operating through different vehicles in the shadows, and I look forward to building a very long term… https://t.co/k5g4P95rMl",0.0,0.0,1.0,0.0,56
CBS News,Mon Mar 19 20:00:02 +0000 2018,Panel of federal judges dismisses a legal challenge by Republican congressmen to a district map imposed last month… https://t.co/efgOE7II7p,0.128,0.155,0.773,0.072,57
CBS News,Mon Mar 19 19:45:01 +0000 2018,"Uber has suspended its testing of driverless cars in wake of a deadly accident, yet this month, California's first… https://t.co/lWLzD7MhwQ",-0.7564,0.0,0.724,0.276,58
CBS News,Mon Mar 19 19:27:01 +0000 2018,"Actress Cynthia Nixon, best known for her role as Miranda Hobbes on ""Sex and the City,"" running for New York govern… https://t.co/FnNDTizRqa",0.6369,0.167,0.833,0.0,59
CBS News,Mon Mar 19 19:10:27 +0000 2018,"Pres. Trump: ""Drug traffickers kill so many thousands of our citizens every year. That is why my Department of Just… https://t.co/0uYv5vc8KS",-0.6908,0.0,0.81,0.19,60
CBS News,Mon Mar 19 23:15:01 +0000 2018,"As fallout over Cambridge Analytica controversy continues, Facebook is pushing back against ""data breach"" character… https://t.co/A0cIpBZyFF",0.0,0.0,1.0,0.0,61
CBS News,Mon Mar 19 23:03:18 +0000 2018,There are new details in the shooting death of a 13-year-old girl in Mississippi. Family members tell CBS News the… https://t.co/8gtRx3Wxcr,-0.5994,0.0,0.83,0.17,62
CBS News,Mon Mar 19 23:00:45 +0000 2018,"One day after winning a sixth term as Russian president, Vladimir Putin received congratulation calls today from th… https://t.co/MRz0X1YSdd",0.8074,0.313,0.687,0.0,63
CBS News,Mon Mar 19 22:59:02 +0000 2018,President Trump has spent part of the past few days airing frustrations about the special counsel investigation int… https://t.co/3Rao3VAFeG,-0.0772,0.119,0.749,0.132,64
CBS News,Mon Mar 19 22:56:31 +0000 2018,"""All of these pieces of information, put together, create a digital portrait of who you are."" Christopher Wylie, Ca… https://t.co/JD8N7PqzZu",0.2732,0.104,0.896,0.0,65
CBS News,Mon Mar 19 22:45:27 +0000 2018,There's severe weather tonight in the South. Part of that storm system will form yet another nor'easter. @wbz'… https://t.co/6kx6iMhwuC,-0.3818,0.0,0.874,0.126,66
CBS News,Mon Mar 19 22:42:04 +0000 2018,"Uber today put the brakes on all road testing of its self-driving 
cars after a deadly collision. A pedestrian in T… https://t.co/8Zd9bnf7Eb",-0.3612,0.0,0.884,0.116,67
CBS News,Mon Mar 19 22:39:58 +0000 2018,"A ""serial bomber"" in Austin, Texas, is showing a higher level of sophistication and skill after the latest bombing.… https://t.co/xH7xCjbzR0",0.0,0.0,1.0,0.0,68
CBS News,Mon Mar 19 22:32:54 +0000 2018,"Joe diGenova, a member of Pres. Trump's legal team in Russia probe, says FBI Director Christopher Wray has ""become… https://t.co/9HvkvAPolQ",0.128,0.077,0.923,0.0,69
CBS News,Mon Mar 19 21:55:01 +0000 2018,"Climate change -- rising temperatures, more carbon dioxide in the air -- is leading to longer, more intense allergy… https://t.co/CVV0lZ0I6I",0.1513,0.077,0.923,0.0,70
CBS News,Mon Mar 19 21:35:31 +0000 2018,"WATCH: After a baby deer got stranded on ice, Finnish Border Guards formed a rescue operation to save the little fa… https://t.co/Zdd5itF1Xv",0.7579,0.265,0.735,0.0,71
CBS News,Mon Mar 19 21:26:26 +0000 2018,"""We are now the most unequal state in the entire country, with both incredible wealth and extreme poverty,"" Cynthia… https://t.co/BS4sIddm4k",0.1298,0.134,0.753,0.113,72
CBS News,Mon Mar 19 21:15:01 +0000 2018,"Two Broadway superstars unite for mashup between songs from ""Hamilton"" and ""Dear Evan Hansen,"" in support of upcomi… https://t.co/LHqxwBor6Y",0.6486,0.238,0.762,0.0,73
CBS News,Mon Mar 19 20:55:37 +0000 2018,Two bears found a new home inside the crawlspace of a house -- and the mama and cub are staying put https://t.co/4M1PiJfmHj,0.0,0.0,1.0,0.0,74
CBS News,Mon Mar 19 20:35:01 +0000 2018,"""I want to see some people be responsible"": Victim's family demands answers after fatal Florida bridge collapse, in… https://t.co/v7cTWxOr3T",-0.7506,0.054,0.667,0.279,75
CBS News,Mon Mar 19 20:15:01 +0000 2018,"""We're used to operating through different vehicles in the shadows, and I look forward to building a very long term… https://t.co/k5g4P95rMl",0.0,0.0,1.0,0.0,76
CBS News,Mon Mar 19 20:00:02 +0000 2018,Panel of federal judges dismisses a legal challenge by Republican congressmen to a district map imposed last month… https://t.co/efgOE7II7p,0.128,0.155,0.773,0.072,77
CBS News,Mon Mar 19 19:45:01 +0000 2018,"Uber has suspended its testing of driverless cars in wake of a deadly accident, yet this month, California's first… https://t.co/lWLzD7MhwQ",-0.7564,0.0,0.724,0.276,78
CBS News,Mon Mar 19 19:27:01 +0000 2018,"Actress Cynthia Nixon, best known for her role as Miranda Hobbes on ""Sex and the City,"" running for New York govern… https://t.co/FnNDTizRqa",0.6369,0.167,0.833,0.0,79
CBS News,Mon Mar 19 19:10:27 +0000 2018,"Pres. Trump: ""Drug traffickers kill so many thousands of our citizens every year. That is why my Department of Just… https://t.co/0uYv5vc8KS",-0.6908,0.0,0.81,0.19,80
CBS News,Mon Mar 19 23:15:01 +0000 2018,"As fallout over Cambridge Analytica controversy continues, Facebook is pushing back against ""data breach"" character… https://t.co/A0cIpBZyFF",0.0,0.0,1.0,0.0,81
CBS News,Mon Mar 19 23:03:18 +0000 2018,There are new details in the shooting death of a 13-year-old girl in Mississippi. Family members tell CBS News the… https://t.co/8gtRx3Wxcr,-0.5994,0.0,0.83,0.17,82
CBS News,Mon Mar 19 23:00:45 +0000 2018,"One day after winning a sixth term as Russian president, Vladimir Putin received congratulation calls today from th… https://t.co/MRz0X1YSdd",0.8074,0.313,0.687,0.0,83
CBS News,Mon Mar 19 22:59:02 +0000 2018,President Trump has spent part of the past few days airing frustrations about the special counsel investigation int… https://t.co/3Rao3VAFeG,-0.0772,0.119,0.749,0.132,84
CBS News,Mon Mar 19 22:56:31 +0000 2018,"""All of these pieces of information, put together, create a digital portrait of who you are."" Christopher Wylie, Ca… https://t.co/JD8N7PqzZu",0.2732,0.104,0.896,0.0,85
CBS News,Mon Mar 19 22:45:27 +0000 2018,There's severe weather tonight in the South. Part of that storm system will form yet another nor'easter. @wbz'… https://t.co/6kx6iMhwuC,-0.3818,0.0,0.874,0.126,86
CBS News,Mon Mar 19 22:42:04 +0000 2018,"Uber today put the brakes on all road testing of its self-driving 
cars after a deadly collision. A pedestrian in T… https://t.co/8Zd9bnf7Eb",-0.3612,0.0,0.884,0.116,87
CBS News,Mon Mar 19 22:39:58 +0000 2018,"A ""serial bomber"" in Austin, Texas, is showing a higher level of sophistication and skill after the latest bombing.… https://t.co/xH7xCjbzR0",0.0,0.0,1.0,0.0,88
CBS News,Mon Mar 19 22:32:54 +0000 2018,"Joe diGenova, a member of Pres. Trump's legal team in Russia probe, says FBI Director Christopher Wray has ""become… https://t.co/9HvkvAPolQ",0.128,0.077,0.923,0.0,89
CBS News,Mon Mar 19 21:55:01 +0000 2018,"Climate change -- rising temperatures, more carbon dioxide in the air -- is leading to longer, more intense allergy… https://t.co/CVV0lZ0I6I",0.1513,0.077,0.923,0.0,90
CBS News,Mon Mar 19 21:35:31 +0000 2018,"WATCH: After a baby deer got stranded on ice, Finnish Border Guards formed a rescue operation to save the little fa… https://t.co/Zdd5itF1Xv",0.7579,0.265,0.735,0.0,91
CBS News,Mon Mar 19 21:26:26 +0000 2018,"""We are now the most unequal state in the entire country, with both incredible wealth and extreme poverty,"" Cynthia… https://t.co/BS4sIddm4k",0.1298,0.134,0.753,0.113,92
CBS News,Mon Mar 19 21:15:01 +0000 2018,"Two Broadway superstars unite for mashup between songs from ""Hamilton"" and ""Dear Evan Hansen,"" in support of upcomi… https://t.co/LHqxwBor6Y",0.6486,0.238,0.762,0.0,93
CBS News,Mon Mar 19 20:55:37 +0000 2018,Two bears found a new home inside the crawlspace of a house -- and the mama and cub are staying put https://t.co/4M1PiJfmHj,0.0,0.0,1.0,0.0,94
CBS News,Mon Mar 19 20:35:01 +0000 2018,"""I want to see some people be responsible"": Victim's family demands answers after fatal Florida bridge collapse, in… https://t.co/v7cTWxOr3T",-0.7506,0.054,0.667,0.279,95
CBS News,Mon Mar 19 20:15:01 +0000 2018,"""We're used to operating through different vehicles in the shadows, and I look forward to building a very long term… https://t.co/k5g4P95rMl",0.0,0.0,1.0,0.0,96
CBS News,Mon Mar 19 20:00:02 +0000 2018,Panel of federal judges dismisses a legal challenge by Republican congressmen to a district map imposed last month… https://t.co/efgOE7II7p,0.128,0.155,0.773,0.072,97
CBS News,Mon Mar 19 19:45:01 +0000 2018,"Uber has suspended its testing of driverless cars in wake of a deadly accident, yet this month, California's first… https://t.co/lWLzD7MhwQ",-0.7564,0.0,0.724,0.276,98
CBS News,Mon Mar 19 19:27:01 +0000 2018,"Actress Cynthia Nixon, best known for her role as Miranda Hobbes on ""Sex and the City,"" running for New York govern… https://t.co/FnNDTizRqa",0.6369,0.167,0.833,0.0,99
CBS News,Mon Mar 19 19:10:27 +0000 2018,"Pres. Trump: ""Drug traffickers kill so many thousands of our citizens every year. That is why my Department of Just… https://t.co/0uYv5vc8KS",-0.6908,0.0,0.81,0.19,100
